,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
8917486,-122.0798092,37.3398319,1209,VIA HUERTA,,LOS ALTOS,,,94024,,3f086dca80893823
8917501,-122.111891,37.3972855,46,LOS ALTOS SQ,,LOS ALTOS,,,94022,,897fdc57cbc9ee9e
8917710,-122.0884027,37.3472587,902,SHADOW CREEK PL,,LOS ALTOS,,,94024,,2e2c804407c67de9
8917731,-122.0796055,37.3570465,1232,THORPE CT,,LOS ALTOS,,,94024,,2491c02cee134a2f
8917763,-122.0940065,37.3643038,758,FILIP RD,,LOS ALTOS,,,94024,,9ab899d38e59ae8e
8917788,-122.1114454,37.371699,129,FREMONT AVE,,LOS ALTOS,,,94022,,ddcd8f50fa313b0d
8917967,-122.1115292,37.3728707,569,LASSEN ST,,LOS ALTOS,,,94022,,72b2f71c8d5086b7
8918033,-122.0812731,37.359422,1300,SUNRISE CT,,LOS ALTOS,,,94024,,edd02e174b9d954c
8918130,-122.1201436,37.3804598,100,1ST ST,,LOS ALTOS,,,94022,,d76ebaecc05196f6
8918215,-122.0981494,37.3814868,3,OTIS WAY,,LOS ALTOS,,,94022,,736bcfba0764ffef
8918217,-122.0888268,37.3583008,938,CLINTON RD,,LOS ALTOS,,,94024,,109b1d42c09753a5
8918230,-122.1199887,37.387601,270,YERBA BUENA PL,,LOS ALTOS,,,94022,,2d3f9eea6f5174e0
8918248,-122.1251355,37.3906173,440,JUANITA WAY,,LOS ALTOS,,,94022,,a66bfb2accdf9bd3
8918254,-122.0684477,37.3549933,1610,ELMHURST DR,,LOS ALTOS,,,94024,,4490bf6a993b967a
8918331,-122.0652532,37.3316136,22351,STARLING DR,,LOS ALTOS,,,94024,,64319f9ef6d20d72
8918335,-122.1223495,37.4019813,1060,ESTRELLITA WAY,,LOS ALTOS,,,94022,,8b6eb08238030954
8918349,-122.1064111,37.3890239,416,ALICIA WAY,,LOS ALTOS,,,94022,,d6b91559d37a4b80
8918350,-122.0632627,37.3556779,1404,BROOKMILL RD,,LOS ALTOS,,,94024,,01c39f5fb08851ff
8918374,-122.1069722,37.3616711,330,W COSTELLO DR,,LOS ALTOS,,,94024,,f2a023458268dbed
8918429,-122.0666765,37.355039,1480,FALLEN LEAF LN,,LOS ALTOS,,,94024,,cf356c3603488350
8918430,-122.0841051,37.346273,1364,MONTCLAIRE WAY,,LOS ALTOS,,,94024,,5a9835d786fee13c
8918453,-122.1113271,37.3883879,124,JARDIN DR,,LOS ALTOS,,,94022,,e9a5541617d62c13
8918483,-122.0906408,37.3458824,841,TERRACE DR,,LOS ALTOS,,,94024,,06d6b2db3ea0f720
8918522,-122.0927632,37.3552258,1449,ARBOR AVE,,LOS ALTOS,,,94024,,070785960374d9a7
8918569,-122.0757158,37.3401837,39,WOODS LN,,LOS ALTOS,,,94024,,804cd090c2699295
8918634,-122.0792685,37.3417565,1218,ST MATTHEW WAY,,LOS ALTOS,,,94024,,d764d14035814a34
8918637,-122.1106149,37.3975035,61,LOS ALTOS SQ,,LOS ALTOS,,,94022,,f3f15a48e1b75df9
8918644,-122.0913943,37.3652677,845,COVINGTON RD,,LOS ALTOS,,,94024,,f8e6fdbaaf6e0521
8918679,-122.0738922,37.3548709,1430,RANCHITA DR,,LOS ALTOS,,,94024,,4c72cc8c00f91717
8918681,-122.116738,37.3724529,590,ORANGE AVE,,LOS ALTOS,,,94022,,e5210c156d9fb9b6
8918690,-122.1039279,37.3466682,11315,ENTRADA PL,,LOS ALTOS,,,94024,,be436c6ede283d3a
8918793,-122.1053593,37.3836572,133,SUNKIST LN,,LOS ALTOS,,,94022,,0ae2a7ce99eacd34
8918936,-122.0848813,37.3465345,1355,MONTCLAIRE WAY,,LOS ALTOS,,,94024,,8fad0dabd61c3fba
8918939,-122.1201684,37.4001655,279,LOUCKS AVE,,LOS ALTOS,,,94022,,e0c487ef0b7b2901
8918990,-122.1008664,37.3672484,880,ECHO DR,,LOS ALTOS,,,94024,,9cfa1ffab281d923
8919019,-122.1065595,37.3812015,330,E EDITH AVE,,LOS ALTOS,,,94022,,9519e304e70b5894
8919129,-122.1092616,37.3976512,848,JORDAN AVE,,LOS ALTOS,,,94022,,fda00cc175a50125
8919179,-122.0968441,37.3688992,680,RIVERSIDE DR,,LOS ALTOS,,,94024,,60dff9d7ed424930
8919200,-122.1131897,37.3942927,718,VERA CRUZ AVE,,LOS ALTOS,,,94022,,b3081f6b881a6e05
8919218,-122.0772132,37.3586417,1315,MIRAVALLE AVE,,LOS ALTOS,,,94024,,a5ef251172ba78d8
8919227,-122.0729172,37.3528541,1574,KATHY LN,,LOS ALTOS,,,94024,,f8631f1bac65c173
8919262,-122.1144581,37.3720696,625,PALM AVE,,LOS ALTOS,,,94022,,b517749429f511bb
8919377,-122.0992523,37.3696602,752,PARMA WAY,,LOS ALTOS,,,94024,,0d794ae74050d9cf
8919432,-122.1095754,37.3825034,205,GALLI DR,,LOS ALTOS,,,94022,,b6acb388f1dd10dd
8919439,-122.0769225,37.3401455,1281,WINDIMER DR,,LOS ALTOS,,,94024,,659c4ebf85bf96c4
8919472,-122.1226364,37.3879353,391,YERBA BUENA AVE,,LOS ALTOS,,,94022,,768406fec2af01a8
8919484,-122.1083044,37.3963733,261,MARICH WAY,,LOS ALTOS,,,94022,,ea4076096d63968d
8919495,-122.0977261,37.3837449,604,CASTLE LN,,LOS ALTOS,,,94022,,84350d780128a4be
8919520,-122.0765235,37.3582472,1340,MIRAVALLE AVE,,LOS ALTOS,,,94024,,efcb6ee6a9b7d8f7
8919536,-122.1064719,37.3785685,323,HAWTHORNE AVE,,LOS ALTOS,,,94022,,540740f6645aba40
8919542,-122.1070626,37.3684327,305,FREMONT AVE,,LOS ALTOS,,,94024,,442b887f74b269c5
8919552,-122.1128572,37.3862298,240,TRIANON WAY,,LOS ALTOS,,,94022,,ef5a6d5010cb8d85
8919640,-122.1160918,37.3724921,595,ORANGE AVE,,LOS ALTOS,,,94022,,70b1da986bb96b7a
8919658,-122.0994304,37.378456,617,HAWTHORNE AVE,,LOS ALTOS,,,94024,,356fb33ff1955d7e
8919759,-122.1060248,37.3827471,70,SUNKIST LN,,LOS ALTOS,,,94022,,977418e06b54890c
8919855,-122.0692533,37.3419103,1983,CHURTON AVE,,LOS ALTOS,,,94024,,81dd45f093de8b68
8919896,-122.1043448,37.3748921,447,LERIDA AVE,,LOS ALTOS,,,94024,,96c2b4a015904291
8919948,-122.1127197,37.396439,70,E PORTOLA AVE,,LOS ALTOS,,,94022,,6216c2824ddbd28b
8920005,-122.0789032,37.3506805,1264,RICHARDSON AVE,,LOS ALTOS,,,94024,,587b018888a56478
8920042,-122.0973975,37.3844746,175,N EL MONTE AVE,,LOS ALTOS,,,94022,,3b207262bbfd5698
8920123,-122.0951226,37.3648408,718,COVINGTON RD,,LOS ALTOS,,,94024,,272496ebd58b2206
8920311,-122.0719205,37.3478407,1488,MORTON AVE,,LOS ALTOS,,,94024,,443ec1f02c1ec59b
8920375,-122.1066707,37.3758134,377,S GORDON WAY,,LOS ALTOS,,,94022,,3a7c83b2eab5f73c
8920392,-122.1171277,37.398238,136,PASA ROBLES AVE,,LOS ALTOS,,,94022,,8eede6b160388f76
8920399,-122.0877527,37.35909,978,ALTOS OAKS DR,,LOS ALTOS,,,94024,,aa0023ebe1d1bfcf
8920517,-122.1019505,37.3869836,307,VERANO DR,,LOS ALTOS,,,94022,,172ea5c2a15854f4
8920532,-122.101955,37.3520543,1577,FAIRWAY DR,,LOS ALTOS,,,94024,,d25e48499ec77359
8920607,-122.0969373,37.3883897,677,HOLLINGSWORTH DR,,LOS ALTOS,,,94022,,df94532898fae9f6
8920609,-122.0987261,37.374337,699,BENVENUE AVE,,LOS ALTOS,,,94024,,6677b191a541fca4
8920618,-122.0954478,37.3789332,714,SUNSHINE DR,,LOS ALTOS,,,94024,,c5e67595847352ca
8920627,-122.096713,37.387077,684,SPARGUR DR,,LOS ALTOS,,,94022,,6b5b341a535b188c
8920628,-122.085448,37.3531358,1030,ROSEMONT AVE,,LOS ALTOS,,,94024,,f02f48256433fee6
8920656,-122.106363,37.3879093,355,ALICIA WAY,,LOS ALTOS,,,94022,,d936b82facc1f461
8920663,-122.1079851,37.3954547,288,MARICH WAY,,LOS ALTOS,,,94022,,eb41fb5b2828d8e0
8920705,-122.1137888,37.3863296,230,CHATEAU DR,,LOS ALTOS,,,94022,,89992aaef66a4460
8920720,-122.1099781,37.3765948,189,MARVIN AVE,,LOS ALTOS,,,94022,,7950fe0a8ade66b0
8920744,-122.1201772,37.3713781,661,MANRESA LN,,LOS ALTOS,,,94022,,82135a759bd6f521
8920783,-122.1111436,37.3932853,130,CATALINA CT,,LOS ALTOS,,,94022,,d72660f803cbcefb
8920906,-122.0774099,37.3472588,1316,MIDDLETON CT,,LOS ALTOS,,,94024,,079cb6289174da55
8920915,-122.0858519,37.3565996,1370,MCKENZIE AVE,,LOS ALTOS,,,94024,,5761aeabe61281b1
8920962,-122.1223935,37.3865817,287,ALTA VISTA AVE,,LOS ALTOS,,,94022,,77cc6d06ba06a266
8920988,-122.0758213,37.3463297,1849,MIDDLETON AVE,,LOS ALTOS,,,94024,,921333754bf6a2ef
8921052,-122.0875932,37.34171,939,YORKSHIRE DR,,LOS ALTOS,,,94024,,16849f1562ab6eb8
8921057,-122.1138608,37.3976237,5,CHESTER CIR,,LOS ALTOS,,,94022,,60445b9d332ad123
8921133,-122.1134054,37.3732048,550,TYNDALL ST,,LOS ALTOS,,,94022,,9331cb651f7bc77b
8921151,-122.1037063,37.3881132,370,SOLANA DR,,LOS ALTOS,,,94022,,c40e50b6d3a03d50
8921155,-122.0745548,37.3361916,10855,BEECHWOOD LN,,LOS ALTOS,,,94024,,90a2b281c19e2fff
8921160,-122.0998577,37.3743024,707,BENVENUE AVE,,LOS ALTOS,,,94024,,730a7037eb0bf945
8921178,-122.1018166,37.3592393,1200,MAGDALENA CT,,LOS ALTOS,,,94024,,3357735054b7dac5
8921183,-122.1196002,37.392386,608,LINDEN AVE,,LOS ALTOS,,,94022,,0ea3d7cbae4e0780
8921217,-122.0705176,37.3487001,1540,BEN ROE AVE,,LOS ALTOS,,,94024,,03d6a0cfe758bf7c
8921218,-122.1112937,37.3694514,739,COLLEGE CT,,LOS ALTOS,,,94022,,44d8bc0000820eb6
8921223,-122.0966318,37.3705584,684,ROSITA AVE,,LOS ALTOS,,,94024,,09fe3283228aaa81
8921260,-122.0762119,37.3539168,1350,GARTHWICK DR,,LOS ALTOS,,,94024,,41331d5e6bb1d361
8921268,-122.1225919,37.3895318,400,HACIENDA CT,,LOS ALTOS,,,94022,,f0adba0fa87dd33b
8921315,-122.1034243,37.3631206,525,OUTLOOK DR,,LOS ALTOS,,,94024,,9d594ce80c49874c
8921346,-122.077306,37.3446232,1925,DEODARA DR,,LOS ALTOS,,,94024,,4ed6e055d8528eb6
8921348,-122.0799134,37.3506147,1232,RICHARDSON AVE,,LOS ALTOS,,,94024,,69fc197fe8a73706
8921375,-122.0841227,37.3427211,2000,SCOTT LN,,LOS ALTOS,,,94024,,8a266b62144a4c7e
8921393,-122.1135831,37.3788829,29,HAWTHORNE AVE,,LOS ALTOS,,,94022,,f134d67ba4cc63a3
8921398,-122.0895001,37.3512927,907,LOYOLA DR,,LOS ALTOS,,,94024,,9188e6c1e6beb476
8921467,-122.0998457,37.3657103,960,PARMA WAY,,LOS ALTOS,,,94024,,04b68d344d3e234e
8921468,-122.1102444,37.3816015,175,E EDITH AVE,,LOS ALTOS,,,94022,,84b55ca07ddff2c9
8921519,-122.1010189,37.3743607,552,SAN LUIS AVE,,LOS ALTOS,,,94024,,f560df2468dac74b
8921536,-122.1144833,37.3875643,2,YERBA BUENA AVE,,LOS ALTOS,,,94022,,8fc869ccf1d14ba5
8921670,-122.1200567,37.3793128,321,UNIVERSITY AVE,,LOS ALTOS,,,94022,,bea39a8d5f71b733
8921672,-122.0875762,37.3556423,960,AURA WAY,,LOS ALTOS,,,94024,,253cc70a52528b41
8921724,-122.1165565,37.3661349,14,BAY TREE LN,,LOS ALTOS,,,94022,,cfecb02800c247fd
8921736,-122.1069963,37.3931829,650,LOS NINOS WAY,,LOS ALTOS,,,94022,,da3eab71e6a873c2
8921810,-122.1087173,37.3738323,290,CUESTA DR,,LOS ALTOS,,,94022,,c71d5419d239dd43
8921985,-122.0843998,37.3622805,1061,SUFFOLK WAY,,LOS ALTOS,,,94024,,9bbf0a994169d1a9
8921987,-122.1205217,37.3912223,400,BECKER LN,,LOS ALTOS,,,94022,,9a92eee807f6e745
8922008,-122.0821843,37.3624752,1201,CARMEL TER,,LOS ALTOS,,,94024,,4ac41cb872334c8d
8922042,-122.096794,37.380563,682,CAMELLIA WAY,,LOS ALTOS,,,94024,,106b02f8f1b34774
8922073,-122.0963757,37.3387724,23284,MORA HEIGHTS WAY,,LOS ALTOS,,,94024,,beef1a5941332191
8922122,-122.0980536,37.38457,170,N EL MONTE AVE,,LOS ALTOS,,,94022,,45cb446d61647717
8922235,-122.1119006,37.3688662,799,UNIVERSITY AVE,,LOS ALTOS,,,94024,,9bb815c60ca0eed9
8922254,-122.0844583,37.3561158,1415,HOLLY AVE,,LOS ALTOS,,,94024,,f3199a3dc85f8fa1
8922374,-122.1138091,37.3944353,715,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,e95878d6b5076ba1
8922375,-122.1159174,37.3784305,231,MAIN ST,,LOS ALTOS,,,94022,,a80ea62cef8949bc
8922385,-122.113374,37.3701589,744,ORANGE AVE,,LOS ALTOS,,,94022,,201d8070a3598c53
8922396,-122.1196886,37.3909069,425,BECKER LN,,LOS ALTOS,,,94022,,1b18edba95adf889
8922398,-122.106387,37.3931857,657,LOS NINOS WAY,,LOS ALTOS,,,94022,,42d3ab0e6453822a
8922407,-122.1231385,37.3861703,270,ALTA VISTA AVE,,LOS ALTOS,,,94022,,eb24ab0da72347bf
8922445,-122.0917694,37.3554151,1456,FRONTERO AVE,,LOS ALTOS,,,94024,,f9d1abf2b89992c0
8922467,-122.0701611,37.3381212,2168,DEODARA DR,,LOS ALTOS,,,94024,,2a8fe6c9528efc08
8922493,-122.1107616,37.3712689,141,FREMONT AVE,,LOS ALTOS,,,94022,,e6add0454111ecaa
8922534,-122.1013741,37.3875545,338,N CLARK AVE,,LOS ALTOS,,,94022,,2ef594281ebacc50
8922558,-122.0709247,37.3351718,1534,REDWOOD DR,,LOS ALTOS,,,94024,,58c760794ee2fa30
8922586,-122.0788913,37.3512603,1263,RICHARDSON AVE,,LOS ALTOS,,,94024,,e848fa2844bdf0c6
8922588,-122.1101309,37.3924642,178,ALVARADO AVE,,LOS ALTOS,,,94022,,0a1ed6ff21af4d41
8922591,-122.0801709,37.3439226,1240,ST JOSEPH AVE,,LOS ALTOS,,,94024,,6164b71f0b6b9b46
8922595,-122.1169015,37.3779362,325,MAIN ST,,LOS ALTOS,,,94022,,9d54e0216705f967
8922628,-122.1008478,37.3567446,540,MAGDALENA AVE,,LOS ALTOS,,,94024,,4437fd4fab453ad0
8922648,-122.127435,37.3964004,782,DIXON WAY,,LOS ALTOS,,,94022,,82aa60fc7d19ca64
8922667,-122.1031216,37.3852508,211,SOLANA DR,,LOS ALTOS,,,94022,,fd127e4562906dfc
8922741,-122.0648947,37.3532581,1525,TIPTOE LN,,LOS ALTOS,,,94024,,210ea386531d3dfe
8922831,-122.0742938,37.3582552,1414,MIRAVALLE AVE,,LOS ALTOS,,,94024,,0d7e9a39a0e154c6
8922921,-122.0717944,37.3475677,1696,DALEHURST AVE,,LOS ALTOS,,,94024,,5adb802a1e627cdc
8922941,-122.0794279,37.3427899,1191,ST CHARLES CT,,LOS ALTOS,,,94024,,d503b506ec3f0579
8923003,-122.1073266,37.3506348,11617,WINDING WAY,,LOS ALTOS,,,94024,,5979115aa0c01012
8923018,-122.0689109,37.345266,1889,GRANT PARK LN,,LOS ALTOS,,,94024,,1107daabd5373620
8923028,-122.1183073,37.3943623,698,KINGSWOOD WAY,,LOS ALTOS,,,94022,,ddad0b911c59a149
8923038,-122.099747,37.3864862,607,JAY ST,,LOS ALTOS,,,94022,,7128861c8ebf685e
8923045,-122.0919885,37.3821639,799,ARROYO RD,,LOS ALTOS,,,94024,,49f6a5e1ec7d3349
8923047,-122.1073416,37.3764387,348,S GORDON WAY,,LOS ALTOS,,,94022,,43fde0f73c26c9af
8923095,-122.09295,37.3622086,773,BERRY AVE,,LOS ALTOS,,,94024,,cdc687884478646f
8923105,-122.0854902,37.3439359,1055,HIGHLANDS CIR,,LOS ALTOS,,,94024,,b72e8ad7641e4374
8923163,-122.0787855,37.3488582,1266,GREEN OAK LN,,LOS ALTOS,,,94024,,9c72d40df0f51ab0
8923199,-122.0734014,37.3467606,1862,DALEHURST AVE,,LOS ALTOS,,,94024,,b5898ffa2b343530
8923249,-122.1036757,37.3826804,65,SOLANA DR,,LOS ALTOS,,,94022,,1fbef0668716113b
8923280,-122.0923216,37.3395115,23141,MORA GLEN DR,,LOS ALTOS,,,94024,,9bcd2375ded24ca9
8923354,-122.1017118,37.3723268,611,CAMPBELL AVE,,LOS ALTOS,,,94024,,d38fa13f0713703b
8923371,-122.0990531,37.3743408,701,BENVENUE AVE,,LOS ALTOS,,,94024,,95de57dd6b727bc6
8923430,-122.1094152,37.3702793,201,FREMONT AVE,,LOS ALTOS,,,94024,,2178dccb93e90c14
8923450,-122.0860238,37.3606434,1010,RUNNYMEAD CT,,LOS ALTOS,,,94024,,b82c065c8fea951c
8923459,-122.0747284,37.3450809,1892,COLLEEN DR,,LOS ALTOS,,,94024,,2626938e1f62ebed
8923502,-122.1018362,37.3839031,140,FORMWAY CT,,LOS ALTOS,,,94022,,8d88ac7a4f0d4e97
8923509,-122.0957173,37.3662555,935,S SPRINGER RD,,LOS ALTOS,,,94024,,56e54175b71d61a1
8923517,-122.1042076,37.3524795,1555,PLATEAU AVE,,LOS ALTOS,,,94024,,069e2e8e2a572b82
8923520,-122.119602,37.3935808,680,LINDEN AVE,,LOS ALTOS,,,94022,,7b79a3ddc479d2cb
8923552,-122.0868975,37.3442685,1015,ST JOSEPH AVE,,LOS ALTOS,,,94024,,f5018af2d3315346
8923642,-122.1146068,37.3837198,128,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,aa9c914621dffdea
8923657,-122.0747945,37.3415256,439,DEODARA DR,,LOS ALTOS,,,94024,,268d7249f7802192
8923666,-122.1057061,37.3868196,300,SUNKIST LN,,LOS ALTOS,,,94022,,6b66ac522acd3d36
8923692,-122.1115935,37.3978609,31,LOS ALTOS SQ,,LOS ALTOS,,,94022,,ffe9493a89b37e70
8923748,-122.107147,37.3945872,728,PANCHITA WAY,,LOS ALTOS,,,94022,,79871b0cfdf78520
8923814,-122.0701647,37.3420601,1992,ALFORD AVE,,LOS ALTOS,,,94024,,de6b39aa86919d1e
8923828,-122.1078893,37.3847707,288,ALMOND AVE,,LOS ALTOS,,,94022,,70d79b7be28bc31c
8923865,-122.1108444,37.3752699,140,LYELL ST,,LOS ALTOS,,,94022,,79a3c12902bf15c9
8923872,-122.1173858,37.3769351,342,1ST ST,,LOS ALTOS,,,94022,,0d55c74cbb341f1b
8923882,-122.0901287,37.3523747,1560,ARBOR AVE,,LOS ALTOS,,,94024,,fe6adc4c584988cf
8923884,-122.1078189,37.3920509,284,ALVARADO AVE,,LOS ALTOS,,,94022,,6e05084e07086002
8923889,-122.1053232,37.339065,23190,RAVENSBURY AVE,,LOS ALTOS,,,94024,,80c124d7b8da9df1
8923892,-122.104076,37.3649383,1025,BORDER RD,,LOS ALTOS,,,94024,,3bf3e5383c9e8319
8923957,-122.1166252,37.3945888,718,BELDEN DR,,LOS ALTOS,,,94022,,fa96fe538336f253
8924108,-122.1002668,37.3749231,451,S CLARK AVE,,LOS ALTOS,,,94024,,49e4c684ada0a7e6
8924135,-122.1051155,37.3876874,341,SUNKIST LN,,LOS ALTOS,,,94022,,5ef58c70b631cccb
8924140,-122.0661452,37.3541506,1501,FALLEN LEAF LN,,LOS ALTOS,,,94024,,07151020317ca883
8924146,-122.1250057,37.3971484,493,W PORTOLA AVE,,LOS ALTOS,,,94022,,23b02fec904f6f08
8924294,-122.1143882,37.3728149,566,LINCOLN AVE,,LOS ALTOS,,,94022,,36bc2878f71c1c93
8925457,-122.0982654,37.3560299,1432,FAIRWAY DR,,LOS ALTOS,,,94024,,07b1e19fe2151bae
8925708,-122.0781251,37.3532675,1292,ESTATE DR,,LOS ALTOS,,,94024,,c9bd2700f5d95812
8925712,-122.0736866,37.3441335,1928,KAY DR,,LOS ALTOS,,,94024,,829e22f98755745f
8925713,-122.1124161,37.3783962,80,HAWTHORNE AVE,,LOS ALTOS,,,94022,,9bf55b10e4543cba
8925715,-122.0754104,37.3366334,553,FIR LN,,LOS ALTOS,,,94024,,4ebc0691bfbe5602
8925736,-122.1015286,37.3779082,531,HAWTHORNE AVE,,LOS ALTOS,,,94024,,43273724442faf51
8925796,-122.1192434,37.3919679,230,PINE LN,,LOS ALTOS,,,94022,,f435801d0d72d6de
8925798,-122.1011984,37.3804892,73,S EL MONTE AVE,,LOS ALTOS,,,94022,,addd38beb0d84f60
8925829,-122.108792,37.3932764,252,DELPHI CIR,,LOS ALTOS,,,94022,,08ecda5036825fbd
8925860,-122.0681321,37.356187,1621,PINEHURST DR,,LOS ALTOS,,,94024,,dcb1b5471189cf55
8925937,-122.0758732,37.3401431,40,WOODS LN,,LOS ALTOS,,,94024,,77498695b7e71ff6
8925947,-122.116831,37.3848538,171,HAMILTON CT,,LOS ALTOS,,,94022,,b5d61fa36966c780
8926186,-122.1208452,37.3977197,849,LOS ALTOS AVE,,LOS ALTOS,,,94022,,1171647363306cc2
8926191,-122.098663,37.3684981,805,PARMA WAY,,LOS ALTOS,,,94024,,ec7bb7ee856bc6a8
8926230,-122.1174575,37.3982032,152,PASA ROBLES AVE,,LOS ALTOS,,,94022,,e329297a008c6400
8926267,-122.0956609,37.3843994,705,VISTA GRANDE AVE,,LOS ALTOS,,,94024,,e8b283b93ed48bc4
8926305,-122.0891496,37.3545497,911,FREMONT AVE,,LOS ALTOS,,,94024,,3578823139226a8d
8926306,-122.1127746,37.3749165,439,TYNDALL ST,,LOS ALTOS,,,94022,,f5c994a08b824d29
8926361,-122.1061907,37.3677359,327,FREMONT AVE,,LOS ALTOS,,,94024,,5bcb21881f95c4bf
8926364,-122.1138436,37.3735751,2,CUESTA DR,1,LOS ALTOS,,,94022,,c019562b2f10b7ce
8926375,-122.113893,37.4002273,1021,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,de17a3314b87e3b6
8926377,-122.110005,37.3794402,180,HILLVIEW AVE,,LOS ALTOS,,,94022,,3d01db050ca5c9ef
8926456,-122.0900553,37.3541007,1538,FRONTERO AVE,,LOS ALTOS,,,94024,,64222648d3cd8b7c
8926519,-122.0965952,37.3467903,624,OAK RIDGE DR,,LOS ALTOS,,,94024,,4c2ca1ba369a8a21
8926536,-122.1190839,37.3719124,601,MANRESA LN,,LOS ALTOS,,,94022,,c8847ef793d05851
8926549,-122.1132782,37.3746459,450,TYNDALL ST,,LOS ALTOS,,,94022,,a0c370c167f117ac
8926638,-122.0989345,37.348868,1686,MILLER AVE,,LOS ALTOS,,,94024,,110f545458585aca
8926642,-122.1065807,37.3509884,11750,WINDING WAY,,LOS ALTOS,,,94024,,029275dc9014c68d
8926646,-122.0745299,37.3524753,1595,SIESTA DR,,LOS ALTOS,,,94024,,6e2457f27c945c1a
8926684,-122.0987272,37.3441627,10850,W LOYOLA DR,,LOS ALTOS,,,94024,,fb6d204f5d50dac3
8926693,-122.0989406,37.3478653,1698,MILLER AVE,,LOS ALTOS,,,94024,,c9b45fc8a4107252
8926745,-122.1152889,37.3861331,51,CORONADO AVE,,LOS ALTOS,,,94022,,cbc6c07ae19f6ffc
8926760,-122.1227247,37.3978612,840,SANTA RITA AVE,,LOS ALTOS,,,94022,,f1571b13ca81dc83
8926771,-122.0838068,37.3570338,1380,OAKHURST AVE,,LOS ALTOS,,,94024,,cdc97de37940bd80
8926774,-122.1106743,37.3630734,24581,SUMMERHILL CT,,LOS ALTOS,,,94024,,6eeb2bdac27c072d
8926776,-122.1189571,37.3798746,129,1ST ST,,LOS ALTOS,,,94022,,52cb09356adb85f8
8926877,-122.1117006,37.370605,785,ORANGE AVE,,LOS ALTOS,,,94022,,3fb7424fcf9d7c26
8926883,-122.1036968,37.3692396,432,LA PRENDA RD,,LOS ALTOS,,,94024,,c962cd021b9f03da
8926915,-122.0728073,37.346818,1850,DALEHURST AVE,,LOS ALTOS,,,94024,,c7d92f7d4bc430c8
8926984,-122.1071225,37.393769,695,PANCHITA WAY,,LOS ALTOS,,,94022,,273470c205152873
8926985,-122.0926011,37.3469765,787,MORA DR,,LOS ALTOS,,,94024,,06141b20185f3e3d
8927003,-122.0986693,37.3884073,633,HOLLINGSWORTH DR,,LOS ALTOS,,,94022,,bbd74282dba5684c
8927011,-122.0655633,37.3505188,1665,FALLEN LEAF LN,,LOS ALTOS,,,94024,,1245eb753dc942f9
8927024,-122.0988171,37.3739265,631,CUESTA DR,,LOS ALTOS,,,94024,,ebd7ce8580a7f501
8927053,-122.0632561,37.338425,1717,MARSHALL CT,,LOS ALTOS,,,94024,,02726df5ef61f58f
8927054,-122.1029295,37.3575402,24143,YOUNG CT,,LOS ALTOS,,,94024,,5d997fd59d710179
8927055,-122.0854209,37.3526664,1049,FREMONT AVE,,LOS ALTOS,,,94024,,3ddbeb022bcd8f76
8927061,-122.0871148,37.352877,999,FREMONT AVE,,LOS ALTOS,,,94024,,1364d10c82c0c29f
8927070,-122.1205352,37.3958066,761,WESTMINSTER LN,,LOS ALTOS,,,94022,,9252e2f65cf25e78
8927074,-122.0895268,37.3506111,1602,BELVOIR DR,,LOS ALTOS,,,94024,,1c644a6590915390
8927087,-122.1096689,37.3683173,833,ORCHID PL,,LOS ALTOS,,,94024,,11bfef7956968815
8927088,-122.1030504,37.3601289,493,KNOLL DR,,LOS ALTOS,,,94024,,f6b596938c547791
8927097,-122.0827538,37.3620693,1218,CARMEL TER,,LOS ALTOS,,,94024,,174f8f8acf37f121
8927102,-122.1089097,37.3829191,236,ANGELA DR,,LOS ALTOS,,,94022,,3b3a9543fb0ffaa6
8927119,-122.0667269,37.3541566,1660,HAVENHURST DR,,LOS ALTOS,,,94024,,ab876967ab8ca9e6
8927130,-122.0652918,37.3383841,1699,STEVENS PL,,LOS ALTOS,,,94024,,bfa007bda247ff1a
8927132,-122.0890177,37.3621026,1166,DIAMOND CT,,LOS ALTOS,,,94024,,cdbd94cf324df051
8927136,-122.0859213,37.3623011,1011,SUFFOLK WAY,,LOS ALTOS,,,94024,,0263ec1ccd213d12
8927154,-122.1103218,37.3784855,172,HAWTHORNE AVE,,LOS ALTOS,,,94022,,0c4dc6bcb86c34b2
8927159,-122.0787619,37.3485536,1265,THURSTON AVE,,LOS ALTOS,,,94024,,5aef79b07d15fc88
8927189,-122.0904928,37.3583277,872,CLINTON RD,,LOS ALTOS,,,94024,,88d40b365c449b4c
8927194,-122.074428,37.3383331,22855,ASPEN DR,,LOS ALTOS,,,94024,,16f3c43f8c4890ba
8927200,-122.0837447,37.3450143,1475,MONTCLAIRE PL,,LOS ALTOS,,,94024,,3cc3f15b9d2147fb
8927202,-122.0794994,37.3613056,1181,LAMMY PL,,LOS ALTOS,,,94024,,2a84ca68da82fa1c
8927204,-122.1150705,37.3672816,60,BAY TREE LN,,LOS ALTOS,,,94022,,d7a53ad44fd9a6cf
8927216,-122.1058913,37.3658172,370,QUINNHILL AVE,,LOS ALTOS,,,94024,,b322012a1543159b
